unique_id	genome_name	kegg_module	module_name	module_class	module_category	module_subcategory	module_definition	module_completeness	module_is_complete	kofam_hits_in_module	gene_caller_ids_in_module	warnings
118	WATER_MAG_00003	M00884	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K23750 K03644	0.5	FALSE	K03644	16697;38701	None
119	WATER_MAG_00003	M00126	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)	0.428571429	FALSE	K00796,K00950,K01495	27469;14791;58480;45498;38482	None
120	WATER_MAG_00003	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K14652 K22100 -- K01633 K13941 K22099 K00287	0.142857143	FALSE	K14652	32696;63610	'--' steps are assumed incomplete
121	WATER_MAG_00003	M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K22101 K13941 K11754 K13998	0.2	FALSE	K01495	38482	None
122	WATER_MAG_00003	M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K01737 K00072	0.666666667	FALSE	K01737,K01495	31391;38482	None
123	WATER_MAG_00003	M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01495 K01737 K17745	0.666666667	FALSE	K01737,K01495	31391;38482	None
124	WATER_MAG_00003	M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)	0.5	FALSE	K03639,K03637	58586;63305	None
125	WATER_MAG_00003	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+K02304-K03794)	0.75	TRUE	K01749,K02492,K01845,K01698,K02303	9047;4521;29355;31946;43598;44259	None
126	WATER_MAG_00003	M00868	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772	0.75	TRUE	K01772,K01749,K01599,K01698,K00228,K00231	20320;9047;51896;43598;46256;41399	None
127	WATER_MAG_00003	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772	0.8	TRUE	K01772,K02495,K01749,K02492,K01845,K08973,K01599,K01698,K00228,K00231	20320;21476;9047;4521;29355;31946;45325;51896;43598;46256;41399;62680	None
128	WATER_MAG_00003	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435	0.777777778	TRUE	K01772,K01749,K02492,K01845,K01599,K01698,K00231	20320;9047;4521;29355;31946;51896;43598;41399	None
129	WATER_MAG_00003	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K02302,(K02303,K13542) K02304) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224	0.916666667	TRUE	K05936,K03795,K06042,K02224,K02189,K13541,K02303,K03394,K02188,K05895,K00595	33263;31529;3640;64252;51940;38700;44259;54822;2285;50555;55297	None
130	WATER_MAG_00003	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883	0.727272727	FALSE	K05936,K06042,K02224,K13541,K02303,K03394,K05895,K00595	33263;64252;51940;38700;44259;54822;50555;55297	None
131	WATER_MAG_00003	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233	0.571428571	FALSE	K02233,K19221,K02231,K02232	29552;33039;23126;21475;37024;62326;4419;36231;61864	None
132	WATER_MAG_00003	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 K03184 K00568	0.277777778	FALSE	K03186,K03181,K03185	61090;51568;61771	None
133	WATER_MAG_00003	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183	0.111111111	FALSE	K02549	62885	None
134	WATER_MAG_00003	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095	0.3	FALSE	K17872,K23095,K02549	13794;32270;62885	None
135	WATER_MAG_00003	M00112	Tocopherol/tocotorienol biosynthesis, homogentisate + phytyl/geranylgeranyl-PP => tocopherol/tocotorienol	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	K09833 (K12502,K18534) K09834 K05928	0.25	FALSE	K18534	6986	None
136	WATER_MAG_00003	M00096	C5 isoprenoid biosynthesis, non-mevalonate pathway	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01662 K00099 (K00991,K12506) K00919 (K01770,K12506) K03526 K03527 K01823	0.75	TRUE	K01662,K03527,K03526,K00099,K00919,K00991	2711;22511;785;18758;5154;34991;18165;54870	None
137	WATER_MAG_00003	M00364	C10-C20 isoprenoid biosynthesis, bacteria	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 (K00795,K13789,K13787)	0.5	FALSE	K13789,K00795	52541	None
138	WATER_MAG_00003	M00366	C10-C20 isoprenoid biosynthesis, plants	Pathway modules	Biosynthesis of terpenoids and polyketides	Terpenoid backbone biosynthesis	K01823 K14066 K00787 K13789	0.25	FALSE	K13789	52541	None
139	WATER_MAG_00003	M00097	beta-Carotene biosynthesis, GGAP => beta-carotene	Pathway modules	Biosynthesis of terpenoids and polyketides	Plant terpenoid biosynthesis	K02291 K02293 K15744 K00514 K09835 K06443	0.833333333	TRUE	K02293,K09835,K06443,K00514,K15744	31013;547;19672;17195;1161;27184;45964;55088	None
140	WATER_MAG_00003	M00793	dTDP-L-rhamnose biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K00973 K01710 (K01790 K00067,K23987)	0.25	FALSE	K00067	56287	None
141	WATER_MAG_00003	M00797	dTDP-D-desosamine biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K13308 K13309 (K13310,K16436) (K13311,K13326)	0.25	FALSE	K16436	51652	No KOfam profile for K13326
142	WATER_MAG_00003	M00800	dTDP-L-megosamine biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K16435 K16436 K13326 K16438 K13322	0.2	FALSE	K16436	51652	No KOfam profile for K13326,No KOfam profile for K13322
143	WATER_MAG_00003	M00803	dTDP-D-angolosamine biosynthesis	Pathway modules	Biosynthesis of terpenoids and polyketides	Polyketide sugar unit biosynthesis	K16435 K19859 K16436 K13332	0.25	FALSE	K16436	51652	No KOfam profile for K19859,No KOfam profile for K13332
144	WATER_MAG_00003	M00848	Aurachin biosynthesis, anthranilate => aurachin A	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other antibiotics	K09460 K02078+K14245+K14246+K22798 K22799 K22800 K21272 K21271 K22801 K22802	0.03125	FALSE	K02078	47642	No KOfam profile for K09460,No KOfam profile for K14245,No KOfam profile for K14246,No KOfam profile for K22798,No KOfam profile for K22799,No KOfam profile for K22800,No KOfam profile for K21272,No KOfam profile for K21271,No KOfam profile for K22801,No KOfam profile for K22802
145	WATER_MAG_00003	M00835	Pyocyanine biosynthesis, chorismate => pyocyanine	Pathway modules	Biosynthesis of other secondary metabolites	Biosynthesis of other bacterial compounds	K13063 K20261 K06998 K20260 K20262 K21103 K20940	0.142857143	FALSE	K06998	7161	None
146	WATER_MAG_00003	M00627	beta-Lactam resistance, Bla system	Signature modules	Gene set	Drug resistance	K02172 K02171 (K18766,K17836)	0.333333333	FALSE	K17836	21544;54612	None
147	WATER_MAG_00003	M00651	Vancomycin resistance, D-Ala-D-Lac type	Signature modules	Gene set	Drug resistance	(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)	0.142857143	FALSE	K08641	39301	No KOfam profile for K18354
148	WATER_MAG_00003	M00718	Multidrug resistance, efflux pump MexAB-OprM	Signature modules	Gene set	Drug resistance	K18131 K03585+K18138+K18139	0.166666667	FALSE	K03585	46417	None
149	WATER_MAG_00003	M00611	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	(M00161,M00163) M00165	0.734848485	FALSE	K00134,K02693,K02692,K01602,K00615,K01624,K02694,K02691,K00855,K00927,K02689,K02703	12312;11634;13365;23897;3595;6338;59057;47641;53543;64129;11057;41365;49108	No KOfam profile for M00161,No KOfam profile for M00163,No KOfam profile for M00165
150	WATER_MAG_00003	M00612	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	M00597 M00165	0.318181818	FALSE	K00134,K01602,K00615,K01624,K00855,K00927	12312;23897;3595;6338;53543;64129;11057	No KOfam profile for M00165,No KOfam profile for M00597
151	WATER_MAG_00003	M00613	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	M00597 M00376	0.057692308	FALSE	K01679,K01962,K01963	61445;38480;47614	No KOfam profile for M00597,No KOfam profile for M00376
152	WATER_MAG_00003	M00614	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	M00598 M00173	0.136363636	FALSE	K01679,K01682,K01595	61445;41384;44274	No KOfam profile for M00598,No KOfam profile for M00173
153	WATER_MAG_00003	M00617	Methanogen	Signature modules	Module set	Metabolic capacity	M00567,M00357,M00356,M00563	0.166666667	FALSE	K00925	59951;42962	None
154	WATER_MAG_00003	M00618	Acetogen	Signature modules	Module set	Metabolic capacity	M00377 M00579	0.25	FALSE	K00925	59951;42962	No KOfam profile for M00377,No KOfam profile for M00579
155	WATER_MAG_00003	M00615	Nitrate assimilation	Signature modules	Module set	Metabolic capacity	(K02575,K15576+K15577+K15578-K15579) M00531	0.75	TRUE	K02575,K00366	6650;9589;44262	No KOfam profile for M00531
156	WATER_MAG_00003	M00616	Sulfate-sulfur assimilation	Signature modules	Module set	Metabolic capacity	(K02048,K23163)+K02046+K02047+K02045 M00176	0.416666667	FALSE	K00390,K00958,K00392	13795;35898;39300	No KOfam profile for M00176
0	WATER_MAG_00004	M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K00844,K12407,K00845,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)	0.7	FALSE	K00134,K00873,K00927,K01623,K01803,K15633,K00845	17037;26462;9181;7532;7535;59037;61609;11749;20890;40672;43905	None
1	WATER_MAG_00004	M00002	Glycolysis, core module involving three-carbon compounds	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)	0.833333333	TRUE	K00134,K00873,K00927,K01803,K15633	17037;26462;9181;7532;59037;61609;11749;20890;43905	None
2	WATER_MAG_00004	M00003	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01596,K01610) K01689 (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)	0.75	TRUE	K00134,K01610,K00927,K01623,K01803,K15633	17037;19561;10438;7532;7535;59037;56264;61609;11749;20890;43905	None
3	WATER_MAG_00004	M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737	0.75	TRUE	K00382,K00161,K00627	64489;54568;1823;62671	None
4	WATER_MAG_00004	M00009	Citrate cycle (TCA cycle, Krebs cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01647,K05942) (K01681,K01682) (K00031,K00030) (K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)	0.708333333	FALSE	K00242,K00241,K01902,K01647,K00658,K00240,K00382,K00024,K01682,K00164,K01903	28737;28738;29782;30181;20371;63103;64489;39882;1823;21084;29780;60697	None
5	WATER_MAG_00004	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K01647,K05942) (K01681,K01682) (K00031,K00030)	0.666666667	FALSE	K01647,K01682	30181;21084	None
6	WATER_MAG_00004	M00011	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K00164+K00658+K00382,K00174+K00175-K00177-K00176) (K01902+K01903,K01899+K01900,K18118) (K00234+K00235+K00236+K00237,K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00026,K00025,K00024,K00116)	0.733333333	FALSE	K00242,K00241,K01902,K00658,K00240,K00382,K00024,K00164,K01903	28737;28738;29782;20371;63103;64489;39882;1823;29780;60697	None
7	WATER_MAG_00004	M00004	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 K00616 (K01810,K06859,K13810,K15916)	0.571428571	FALSE	K01807,K00616,K00615,K01783	27423;31270;30773;12282;13415	None
8	WATER_MAG_00004	M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00615 (K00616,K13810) K01783 (K01807,K01808)	1	TRUE	K01807,K00616,K00615,K01783	27423;31270;30773;12282;13415	None
9	WATER_MAG_00004	M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	(K08094 (K08093,K13812),K13831) K01807	0.5	FALSE	K01807	27423	None
10	WATER_MAG_00004	M00005	PRPP biosynthesis, ribose 5P => PRPP	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K00948	1	TRUE	K00948	54222	None
11	WATER_MAG_00004	M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	K05308 K00874 K01625 (K00134 K00927,K00131,K18978)	0.4	FALSE	K00134,K00927	17037;7532;59037;20890;43905	None
12	WATER_MAG_00004	M00014	Glucuronate pathway (uronate pathway)	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00012 ((K12447 K16190),(K00699 (K01195,K14756))) K00002 K13247 -- K03331 (K05351,K00008) K00854	0.111111111	FALSE	K00012	61168	'--' steps are assumed incomplete
13	WATER_MAG_00004	M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01785 K00849 K00965 K01784	0.25	FALSE	K01784	16926	None
14	WATER_MAG_00004	M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01684 K00883 K01631 K00134 K00927	0.4	FALSE	K00134,K00927	17037;7532;59037;20890;43905	None
15	WATER_MAG_00004	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00963 K00012 K00699 K01195 K00002 K01053 K00103	0.285714286	FALSE	K00963,K00012	31867;61168	None
16	WATER_MAG_00004	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K02821+K02822+K03475 K03476 K03078 K03079 K03077	0.2	FALSE	K03476	63473	None
17	WATER_MAG_00004	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)	0.333333333	FALSE	K00963	31867	None
18	WATER_MAG_00004	M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00844,K00845,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)	0.666666667	FALSE	K00963,K00845	31867;40672	None
19	WATER_MAG_00004	M00892	UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00844,K12407,K00845) K01810 K00820 K00621 K01836 K00972	0.333333333	FALSE	K00820,K00845	11002;21393;15124;40672	None
20	WATER_MAG_00004	M00909	UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00845 (K01810,K13810,K15916) K00820 K03431 K04042	0.6	FALSE	K00820,K04042,K00845	11002;21393;15124;11001;40672	None
21	WATER_MAG_00004	M00012	Glyoxylate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)	0.8	TRUE	K01647,K01638,K00024,K01682	30181;58950;39882;21084	None
22	WATER_MAG_00004	M00373	Ethylmalonyl pathway	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K00626 K00023 K17865 K14446 K14447 K14448 K14449 K08691 K14451 K01965+K01966 K05606 K01847	0.541666667	FALSE	K00626,K05606,K14449,K17865,K00023,K08691,K01966	30246;26854;24321;20634;55104;55103;38592;12556;12705;13461;25659;34785;35194;44304;52438	None
23	WATER_MAG_00004	M00740	Methylaspartate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282 K00024	0.272727273	FALSE	K01647,K14449,K00024	30181;24321;39882	None
24	WATER_MAG_00004	M00532	Photorespiration	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437	0.2	FALSE	K00600,K00281,K02437,K00382,K00605	15806;28054;18875;60834;60833;36441;64489;60832;41239;1823	None
25	WATER_MAG_00004	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K00248,K00232) (K07511,K14729) K05605 K23146 K00140	0.2	FALSE	K00140	60954	None
26	WATER_MAG_00004	M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)	0.666666667	FALSE	K05606,K01966,K01849	26854;12705;34785;39151	None
27	WATER_MAG_00004	M00165	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)	0.636363636	FALSE	K00134,K00927,K01807,K01623,K00615	17037;7532;27423;7535;59037;30773;12282;20890;43905	No KOfam profile for M00165
28	WATER_MAG_00004	M00166	Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P	Pathway modules	Energy metabolism	Carbon fixation	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)	0.5	FALSE	K00134,K00927	17037;7532;59037;20890;43905	None
29	WATER_MAG_00004	M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P	Pathway modules	Energy metabolism	Carbon fixation	(K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)	0.714285714	FALSE	K01807,K01623,K00615	27423;7535;30773;12282	None
30	WATER_MAG_00004	M00168	CAM (Crassulacean acid metabolism), dark	Pathway modules	Energy metabolism	Carbon fixation	K01595 (K00025,K00026,K00024)	0.5	FALSE	K00024	39882	None
31	WATER_MAG_00004	M00169	CAM (Crassulacean acid metabolism), light	Pathway modules	Energy metabolism	Carbon fixation	K00029 K01006	1	TRUE	K00029,K01006	6698;49639	None
32	WATER_MAG_00004	M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K00051 K00029 K01006	0.5	FALSE	K00029,K01006	6698;49639	None
33	WATER_MAG_00004	M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006	0.142857143	FALSE	K01006	49639	None
34	WATER_MAG_00004	M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	K01595 K14454 K14455 K01610	0.25	FALSE	K01610	19561;10438;56264	None
35	WATER_MAG_00004	M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K00244+K00245-K00246-K00247,K18556+K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)	0.458333333	FALSE	K00242,K00241,K01902,K00240,K01006,K00024,K15234,K01682,K01903	28737;28738;29782;63103;49639;39882;14956;21084;60697	No KOfam profile for M00173
36	WATER_MAG_00004	M00376	3-Hydroxypropionate bi-cycle	Pathway modules	Energy metabolism	Carbon fixation	(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709	0.320512821	FALSE	K00241,K05606,K14449,K00240,K08691,K01849	28738;26854;24321;63103;38592;39151	No KOfam profile for M00376
37	WATER_MAG_00004	M00375	Hydroxypropionate-hydroxybutylate cycle	Pathway modules	Energy metabolism	Carbon fixation	(K01964+K15037+K15036) K15017 K15039 K15018 K15019 K15020 K05606 (K01848+K01849) (K15038,K15017) K14465 (K14466,K18861) K14534 K15016 K00626	0.178571429	FALSE	K00626,K05606,K01849	30246;26854;55103;12556;25659;35194;39151;44304;52438	None
38	WATER_MAG_00004	M00374	Dicarboxylate-hydroxybutyrate cycle	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861) K14534 K15016 K00626	0.269230769	FALSE	K00241,K00626,K01902,K00240,K00024,K01903	28738;30246;29782;63103;55103;39882;12556;25659;35194;44304;52438;60697	None
39	WATER_MAG_00004	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules	Energy metabolism	Carbon fixation	K00198 K05299-K15022 K01938 K01491 K00297 K15023 K14138+K00197+K00194	0.428571429	FALSE	K01491,K01938,K00297	16492;21066;44267	No KOfam profile for M00377
40	WATER_MAG_00004	M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules	Energy metabolism	Carbon fixation	(K00169+K00170+K00171+K00172) (K01959+K01960) K00024 (K01677+K01678) (K18209+K18210) (K01902+K01903) (K00174+K00175+K00176+K00177)	0.285714286	FALSE	K01902,K00024,K01903	29782;39882;60697	None
41	WATER_MAG_00004	M00357	Methanogenesis, acetate => methane	Pathway modules	Energy metabolism	Methane metabolism	((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))	0.2	FALSE	K01895	51386	None
42	WATER_MAG_00004	M00346	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691	0.444444444	FALSE	K11529,K00600,K00024,K08691	21423;15806;28054;18875;39882;38592;41239	None
43	WATER_MAG_00004	M00530	Dissimilatory nitrate reduction, nitrate => ammonia	Pathway modules	Energy metabolism	Nitrogen metabolism	(K00370+K00371+K00374,K02567+K02568) (K00362+K00363,K03385+K15876)	0.333333333	FALSE	K00371,K00370	40737;20636	None
44	WATER_MAG_00004	M00529	Denitrification, nitrate => nitrogen	Pathway modules	Energy metabolism	Nitrogen metabolism	(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376	0.416666667	FALSE	K00376,K00371,K00370	24821;40737;17119;20636	None
45	WATER_MAG_00004	M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate	Pathway modules	Energy metabolism	Nitrogen metabolism	K10944+K10945+K10946 K10535 K00370+K00371	0.333333333	FALSE	K00371,K00370	40737;20636	None
46	WATER_MAG_00004	M00176	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	(K13811,K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390 (K00380+K00381,K00392)	0.666666667	FALSE	K00958,K00390,K00381	50220;41257;24761	No KOfam profile for M00176
