assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	new_name	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_002452865.1	PRJNA348753	SAMN06457786	DKFT00000000.1	derived from metagenome	na		1946051	1946051	Arcobacter sp. UBA6789		UBA6789	Arcobacter_sp_UBA6789	latest	Scaffold	Major	Full	10/5/17	ASM245286v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/865/GCA_002452865.1_ASM245286v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_002452865.1/GCA_002452865.1_ASM245286v1_genomic.gbff.gz
GCA_002470185.1	PRJNA348753	SAMN06452343	DKNG00000000.1	derived from metagenome	na		1946052	1946052	Arcobacter sp. UBA7394		UBA7394	Arcobacter_sp_UBA7394	latest	Scaffold	Major	Full	10/6/17	ASM247018v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/470/185/GCA_002470185.1_ASM247018v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_002470185.1/GCA_002470185.1_ASM247018v1_genomic.gbff.gz
GCA_003544815.1	PRJNA177174	SAMN03737957			representative genome	assembly from type material	663365	1278212	Arcobacter suis CECT 7833	strain=CECT 7833		Arcobacter_suis_CECT_7833	latest	Complete Genome	Major	Full	9/11/18	ASM354481v1	USDA, ARS, WRRC	GCF_003544815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/544/815/GCA_003544815.1_ASM354481v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_003544815.1/GCA_003544815.1_ASM354481v1_genomic.gbff.gz
GCA_001695395.1	PRJNA283692	SAMN03654041	LLKQ00000000.1		representative genome	assembly from type material	1032240	544718	Arcobacter thereius LMG 24486	strain=LMG 24486		Arcobacter_thereius_LMG_24486_A	latest	Scaffold	Major	Full	7/26/16	ASM169539v1	Ghent University	GCF_001695395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/695/395/GCA_001695395.1_ASM169539v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_001695395.1/GCA_001695395.1_ASM169539v1_genomic.gbff.gz
GCA_004214815.1	PRJNA66829	SAMN03737958			na	assembly from type material	1032240	544718	Arcobacter thereius LMG 24486	strain=LMG 24486		Arcobacter_thereius_LMG_24486_B	latest	Complete Genome	Major	Full	2/20/19	ASM421481v1	USDA, ARS, WRRC	GCF_004214815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/214/815/GCA_004214815.1_ASM421481v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_004214815.1/GCA_004214815.1_ASM421481v1_genomic.gbff.gz
GCA_003355515.1	PRJNA66831	SAMN03737959			representative genome	assembly from type material	1032241	708186	Arcobacter trophiarum LMG 25534	strain=LMG 25534		Arcobacter_trophiarum_LMG_25534_A	latest	Complete Genome	Major	Full	8/6/18	ASM335551v1	USDA, ARS, WRRC	GCF_003355515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/355/515/GCA_003355515.1_ASM335551v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_003355515.1/GCA_003355515.1_ASM335551v1_genomic.gbff.gz
GCA_004116585.1	PRJNA412344	SAMN07767218	PDKD00000000.1		na	assembly from type material	1032241	708186	Arcobacter trophiarum LMG 25534	strain=LMG 25534		Arcobacter_trophiarum_LMG_25534_B	latest	Contig	Major	Full	1/29/19	ASM411658v1	Universitat Rovira i Virgili	GCF_004116585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/585/GCA_004116585.1_ASM411658v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_004116585.1/GCA_004116585.1_ASM411658v1_genomic.gbff.gz
GCA_004023405.1	PRJNA369468	SAMN07514161	NREP00000000.1		representative genome	assembly from type material	1054033	1054033	Arcobacter venerupis	strain=CECT7836		Arcobacter_venerupis_CECT7836	latest	Contig	Major	Full	1/15/19	ASM402340v1	Universitat Rovira i Virgili	GCF_004023405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/023/405/GCA_004023405.1_ASM402340v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_004023405.1/GCA_004023405.1_ASM402340v1_genomic.gbff.gz
GCA_013201665.1	PRJNA284969	SAMN03737960			na		1054033	1054033	Arcobacter venerupis	strain=LMG 26156		Arcobacter_venerupis_LMG_26156	latest	Complete Genome	Major	Full	6/1/20	ASM1320166v1	USDA, ARS, WRRC	GCF_013201665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/665/GCA_013201665.1_ASM1320166v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_013201665.1/GCA_013201665.1_ASM1320166v1_genomic.gbff.gz
GCA_003346815.1	PRJNA284962	SAMN03737945			representative genome	assembly from type material	663364	663364	Halarcobacter bivalviorum	strain=LMG 26154		Halarcobacter_bivalviorum_LMG_26154	latest	Complete Genome	Major	Full	7/31/18	ASM334681v1	USDA, ARS, WRRC	GCF_003346815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/346/815/GCA_003346815.1_ASM334681v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_003346815.1/GCA_003346815.1_ASM334681v1_genomic.gbff.gz
GCA_004116675.1	PRJNA412344	SAMN07767209	PDKM00000000.1		na	assembly from type material	663364	663364	Halarcobacter bivalviorum	strain=CECT 7835		Halarcobacter_bivalviorum_CECT_7835	latest	Contig	Major	Full	1/29/19	ASM411667v1	Universitat Rovira i Virgili	GCF_004116675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/675/GCA_004116675.1_ASM411667v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_004116675.1/GCA_004116675.1_ASM411667v1_genomic.gbff.gz
GCA_004116705.1	PRJNA412344	SAMN07767210	PDKL00000000.1		na		663364	663364	Halarcobacter bivalviorum	strain=F118-4		Halarcobacter_bivalviorum_F118_4	latest	Contig	Major	Full	1/29/19	ASM411670v1	Universitat Rovira i Virgili	GCF_004116705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/705/GCA_004116705.1_ASM411670v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_004116705.1/GCA_004116705.1_ASM411670v1_genomic.gbff.gz
GCA_004116325.1	PRJNA412344	SAMN07767212	PDKJ00000000.1		na		1462615	1462615	Halarcobacter ebronensis	strain=CECT 8993		Halarcobacter_ebronensis_CECT_8993	latest	Contig	Major	Full	1/28/19	ASM411632v1	Universitat Rovira i Virgili	GCF_004116325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/325/GCA_004116325.1_ASM411632v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_004116325.1/GCA_004116325.1_ASM411632v1_genomic.gbff.gz
GCA_004116565.1	PRJNA412344	SAMN07767211	PDKK00000000.1		representative genome	assembly from type material	1462615	1462615	Halarcobacter ebronensis	strain=CECT 8441		Halarcobacter_ebronensis_CECT_8441	latest	Scaffold	Major	Full	1/29/19	ASM411656v1	Universitat Rovira i Virgili	GCF_004116565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/565/GCA_004116565.1_ASM411656v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_004116565.1/GCA_004116565.1_ASM411656v1_genomic.gbff.gz
GCA_013201825.1	PRJNA521380	SAMN10884412			na		1462615	1462615	Halarcobacter ebronensis	strain=LMG 27922		Halarcobacter_ebronensis_LMG_27922	latest	Complete Genome	Major	Full	6/1/20	ASM1320182v1	USDA, ARS, WRRC	GCF_013201825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/825/GCA_013201825.1_ASM1320182v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_013201825.1/GCA_013201825.1_ASM1320182v1_genomic.gbff.gz
GCA_004116625.1	PRJNA412344	SAMN07709797	NXIE00000000.1		representative genome		2023153	2023153	Halarcobacter mediterraneus	strain=F156-34		Halarcobacter_mediterraneus_F156_34	latest	Contig	Major	Full	1/29/19	ASM411662v1	Universitat Rovira i Virgili	GCF_004116625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/116/625/GCA_004116625.1_ASM411662v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_004116625.1/GCA_004116625.1_ASM411662v1_genomic.gbff.gz
GCA_009208055.1	PRJNA576937	SAMN13015299	WFKI00000000.1		na		2654171	2654171	Poseidonibacter sp. JOD-M-6	strain=JOD-M-6		Poseidonibacter_sp_JOD_M_6	latest	Contig	Major	Full	10/21/19	ASM920805v1	Nakdonggang National Institute of Biological Resources	GCF_009208055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/208/055/GCA_009208055.1_ASM920805v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_009208055.1/GCA_009208055.1_ASM920805v1_genomic.gbff.gz
GCA_009208095.1	PRJNA576937	SAMN13015372	WFKK00000000.1		na		2654173	2654173	Poseidonibacter sp. SJOD-M-33	strain=SJOD-M-33		Poseidonibacter_sp_SJOD_M_5	latest	Contig	Major	Full	10/21/19	ASM920809v1	Nakdonggang National Institute of Biological Resources	GCF_009208095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/208/095/GCA_009208095.1_ASM920809v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_009208095.1/GCA_009208095.1_ASM920809v1_genomic.gbff.gz
GCA_009208075.1	PRJNA576937	SAMN13015364	WFKJ00000000.1		na		2654172	2654172	Poseidonibacter sp. SJOD-M-5	strain=SJOD-M-5		Poseidonibacter_sp_SJOD_M_33	latest	Contig	Major	Full	10/21/19	ASM920807v1	Nakdonggang National Institute of Biological Resources	GCF_009208075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/208/075/GCA_009208075.1_ASM920807v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_009208075.1/GCA_009208075.1_ASM920807v1_genomic.gbff.gz
GCA_013177675.1	PRJNA558024	SAMN12421736			na		1849015	1849015	Pseudoarcobacter acticola	strain=KCTC 52212		Pseudoarcobacter_acticola_KCTC_52212	latest	Complete Genome	Major	Full	5/27/20	ASM1317767v1	USDA, ARS, WRRC	GCF_013177675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/177/675/GCA_013177675.1_ASM1317767v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_013177675.1/GCA_013177675.1_ASM1317767v1_genomic.gbff.gz
GCA_003063245.1	PRJNA369468	SAMN06286566	MUXE00000000.1		representative genome		1912877	1912877	Pseudoarcobacter caeni	strain=RW17-10		Pseudoarcobacter_caeni_RW17_10	latest	Contig	Major	Full	4/23/18	ASM306324v1	Universitat Rovira i Virgili	GCF_003063245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/063/245/GCA_003063245.1_ASM306324v1	./00_Arcobacter_Genbank/genbank/bacteria/GCA_003063245.1/GCA_003063245.1_ASM306324v1_genomic.gbff.gz
